Suburb,Address,Rooms,Type,Price,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Armadale,8/58 Sutherland Rd,2,u,592500.0,10/12/2016,3143.0,2.0,1.0,1.0,0.0,73.0,1970.0,Stonnington,-37.8574,145.0174,Southern Metropolitan
Armadale,40 New St,2,h,1210000.0,12/11/2016,3143.0,2.0,1.0,0.0,249.0,96.0,1910.0,Stonnington,-37.8543,145.016,Southern Metropolitan
Armadale,35 Northcote Rd,4,h,2801000.0,12/11/2016,3143.0,4.0,2.0,2.0,624.0,222.0,1900.0,Stonnington,-37.8536,145.0173,Southern Metropolitan
Armadale,7/53 Wattletree Rd,1,u,390000.0,14/05/2016,3143.0,1.0,1.0,0.0,881.0,,,Stonnington,-37.8614,145.0222,Southern Metropolitan
Armadale,8/569 Orrong Rd,1,u,324000.0,16/04/2016,3143.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8537,145.0114,Southern Metropolitan
Armadale,367 Dandenong Rd,6,h,5525000.0,17/09/2016,3143.0,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington,-37.8602,145.013,Southern Metropolitan
Armadale,34a Rose St,2,h,1125000.0,17/09/2016,3143.0,3.0,1.0,2.0,169.0,,,Stonnington,-37.851,145.0161,Southern Metropolitan
Armadale,42 Rose St,3,h,2250000.0,17/09/2016,3143.0,3.0,3.0,1.0,301.0,,,Stonnington,-37.8511,145.0167,Southern Metropolitan
Armadale,12 Auburn Gr,3,h,2360000.0,18/03/2017,3143.0,3.0,2.0,0.0,336.0,,,Stonnington,-37.8558,145.015,Southern Metropolitan
Armadale,19 Glassford St,3,h,2365000.0,18/06/2016,3143.0,3.0,2.0,1.0,316.0,,,Stonnington,-37.8521,145.019,Southern Metropolitan
Armadale,7/501 Orrong Rd,3,u,732000.0,18/06/2016,3143.0,3.0,2.0,2.0,0.0,,,Stonnington,-37.8597,145.0104,Southern Metropolitan
Armadale,63 Denbigh Rd,3,h,1900000.0,22/05/2016,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington,-37.8559,145.0158,Southern Metropolitan
Armadale,10/51 Armadale St,2,u,710000.0,25/02/2017,3143.0,2.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington,-37.8573,145.0186,Southern Metropolitan
Armadale,2/377 Dandenong Rd,2,u,872000.0,25/02/2017,3143.0,2.0,1.0,1.0,1194.0,,1953.0,Stonnington,-37.8604,145.0147,Southern Metropolitan
Armadale,1/14 Denbigh Rd,2,u,598000.0,25/02/2017,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington,-37.8593,145.0156,Southern Metropolitan
Armadale,75 Sutherland Rd,3,h,1285000.0,25/02/2017,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington,-37.8554,145.0173,Southern Metropolitan
Armadale,61 Union St,4,h,3660000.0,25/02/2017,3143.0,4.0,3.0,2.0,421.0,,,Stonnington,-37.8593,145.0275,Southern Metropolitan
Armadale,1/403 Dandenong Rd,2,u,520000.0,27/06/2016,3143.0,1.0,1.0,1.0,0.0,76.0,1970.0,Stonnington,-37.8618,145.0183,Southern Metropolitan
Armadale,44 Denbigh Rd,4,h,3625000.0,27/11/2016,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan
Armadale,3/769 High St,3,t,1101000.0,27/11/2016,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington,-37.8542,145.0135,Southern Metropolitan
Armadale,4 Mercer Rd,3,h,3512500.0,27/11/2016,3143.0,3.0,2.0,2.0,617.0,285.0,1998.0,Stonnington,-37.8557,145.0264,Southern Metropolitan
Armadale,1/31 Mercer Rd,3,u,869000.0,28/05/2016,3143.0,2.0,1.0,1.0,0.0,91.0,1940.0,Stonnington,-37.853,145.0264,Southern Metropolitan
Armadale,16 Llaneast St,5,h,2810000.0,28/08/2016,3143.0,5.0,2.0,2.0,617.0,,,Stonnington,-37.8611,145.0271,Southern Metropolitan
Armadale,2/532 Orrong Rd,2,u,565000.0,28/08/2016,3143.0,3.0,1.0,1.0,0.0,,,Stonnington,-37.8573,145.0112,Southern Metropolitan
Armadale,5/555 Orrong Rd,1,u,567000.0,28/08/2016,3143.0,1.0,1.0,1.0,0.0,53.0,2013.0,Stonnington,-37.8549,145.0113,Southern Metropolitan
Armadale,7/844 Malvern Rd,2,u,471500.0,30/07/2016,3143.0,2.0,1.0,1.0,0.0,,1980.0,Stonnington,-37.8503,145.0185,Southern Metropolitan
Ascot Vale,2/43 Roxburgh St,2,u,455000.0,3/09/2016,3032.0,3.0,1.0,2.0,0.0,,,Moonee Valley,-37.7756,144.9165,Western Metropolitan
Ascot Vale,30 Rothwell St,3,h,940000.0,3/12/2016,3032.0,3.0,1.0,2.0,298.0,108.0,1920.0,Moonee Valley,-37.7777,144.9195,Western Metropolitan
Ascot Vale,44 The Parade,4,h,1850000.0,4/03/2017,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley,-37.7729,144.9179,Western Metropolitan
Ascot Vale,97 Walter St,3,h,1284000.0,4/03/2017,3032.0,3.0,1.0,2.0,623.0,,1938.0,Moonee Valley,-37.7758,144.9089,Western Metropolitan
Ascot Vale,10 Fenton St,2,h,1053000.0,6/08/2016,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley,-37.7748,144.929,Western Metropolitan
Ascot Vale,10 McCully St,3,h,1377000.0,6/08/2016,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley,-37.7756,144.9208,Western Metropolitan
Ascot Vale,120 Epsom Rd,3,h,970000.0,7/05/2016,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley,-37.7759,144.91,Western Metropolitan
Ascot Vale,47 Hurtle St,2,h,940000.0,7/05/2016,3032.0,2.0,1.0,1.0,330.0,,,Moonee Valley,-37.773,144.9049,Western Metropolitan
Ascot Vale,1/17 Epsom Rd,2,u,685000.0,7/11/2016,3032.0,2.0,1.0,2.0,228.0,90.0,1995.0,Moonee Valley,-37.7718,144.9066,Western Metropolitan
Ascot Vale,41 Monash St,3,h,1230000.0,8/10/2016,3032.0,4.0,1.0,2.0,594.0,148.0,1960.0,Moonee Valley,-37.7819,144.9064,Western Metropolitan
Ascot Vale,2/78 Ormond Rd,2,h,636500.0,8/10/2016,3032.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7738,144.9345,Western Metropolitan
Ascot Vale,83 Roseberry St,3,h,910000.0,8/10/2016,3032.0,3.0,1.0,0.0,317.0,,,Moonee Valley,-37.7746,144.9112,Western Metropolitan
Ascot Vale,33 Dalgety Dr,3,h,960000.0,10/12/2016,3032.0,3.0,2.0,2.0,229.0,,2011.0,Moonee Valley,-37.7778,144.9065,Western Metropolitan
Ascot Vale,2 The Parade,2,h,965000.0,10/12/2016,3032.0,2.0,1.0,1.0,170.0,,,Moonee Valley,-37.7732,144.9206,Western Metropolitan
Ascot Vale,78 The Parade,3,h,1440000.0,11/02/2017,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley,-37.7725,144.9146,Western Metropolitan
Ascot Vale,11 Ascot St,2,h,955000.0,11/03/2017,3032.0,2.0,1.0,0.0,255.0,,,Moonee Valley,-37.7825,144.9208,Western Metropolitan
Ascot Vale,2 Farncomb St,3,h,801000.0,12/11/2016,3032.0,3.0,1.0,2.0,431.0,,1950.0,Moonee Valley,-37.781,144.9207,Western Metropolitan
Ascot Vale,8 Pentland St,3,h,1435000.0,12/11/2016,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley,-37.7737,144.904,Western Metropolitan
Ascot Vale,8/129 The Parade,1,u,390000.0,12/11/2016,3032.0,1.0,1.0,1.0,0.0,58.0,1972.0,Moonee Valley,-37.7723,144.9094,Western Metropolitan
Ascot Vale,58 Fenton St,4,h,1340000.0,14/05/2016,3032.0,3.0,2.0,2.0,683.0,232.0,1978.0,Moonee Valley,-37.775,144.93200000000004,Western Metropolitan
Ascot Vale,70 Munro St,3,h,955000.0,14/05/2016,3032.0,3.0,1.0,1.0,263.0,117.0,1910.0,Moonee Valley,-37.7753,144.9116,Western Metropolitan
Ascot Vale,33 Hockey La,3,h,1255000.0,15/10/2016,3032.0,3.0,2.0,2.0,308.0,,,Moonee Valley,-37.7759,144.9338,Western Metropolitan
Ascot Vale,3/28 Ormond Rd,2,u,432000.0,15/10/2016,3032.0,2.0,1.0,1.0,0.0,62.0,1978.0,Moonee Valley,-37.773,144.9303,Western Metropolitan
Ascot Vale,7 Angler Pde,4,h,1640000.0,16/04/2016,3032.0,4.0,3.0,2.0,562.0,204.0,1890.0,Moonee Valley,-37.782,144.903,Western Metropolitan
Ascot Vale,26 Ayr St,6,h,1430000.0,16/04/2016,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Moonee Valley,-37.78,144.9295,Western Metropolitan
Ascot Vale,57 The Parade,3,h,940000.0,16/04/2016,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley,-37.7727,144.9136,Western Metropolitan
Ascot Vale,95 Walter St,4,h,1480000.0,17/09/2016,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley,-37.7757,144.9088,Western Metropolitan
Ascot Vale,15 Bayview Tce,2,h,1150000.0,18/03/2017,3032.0,2.0,1.0,1.0,387.0,,,Moonee Valley,-37.7734,144.9191,Western Metropolitan
Ascot Vale,57 Monash St,3,h,1350000.0,18/03/2017,3032.0,3.0,1.0,3.0,575.0,,,Moonee Valley,-37.7828,144.9049,Western Metropolitan
Ascot Vale,54 South St,5,h,1905000.0,18/03/2017,3032.0,5.0,2.0,2.0,521.0,,,Moonee Valley,-37.7778,144.9261,Western Metropolitan
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000.0,18/06/2016,3032.0,2.0,2.0,1.0,113.0,,1998.0,Moonee Valley,-37.7712,144.9088,Western Metropolitan
Ascot Vale,12/9 Milton St,2,u,442000.0,18/06/2016,3032.0,2.0,1.0,1.0,0.0,62.0,1975.0,Moonee Valley,-37.7733,144.9219,Western Metropolitan
Ascot Vale,107/8 Burrowes St,2,u,540000.0,19/11/2016,3032.0,2.0,2.0,1.0,0.0,,,Moonee Valley,-37.7786,144.9141,Western Metropolitan
Ascot Vale,21A Geddes St,3,h,1037500.0,19/11/2016,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley,-37.7779,144.9133,Western Metropolitan
Ascot Vale,1/20 Newsom St,3,t,1050000.0,19/11/2016,3032.0,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley,-37.7744,144.9035,Western Metropolitan
Ascot Vale,4/27 Roseberry St,2,u,440000.0,19/11/2016,3032.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley,-37.7749,144.9137,Western Metropolitan
Ascot Vale,126 The Parade,2,h,1010000.0,19/11/2016,3032.0,2.0,1.0,1.0,325.0,,,Moonee Valley,-37.7722,144.9117,Western Metropolitan
Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,22/05/2016,3032.0,4.0,2.0,0.0,418.0,158.0,1900.0,Moonee Valley,-37.7766,144.9187,Western Metropolitan
Ascot Vale,1/60 The Parade,2,u,690000.0,22/05/2016,3032.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7728,144.9169,Western Metropolitan
Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,23/04/2016,3032.0,3.0,1.0,2.0,414.0,,,Moonee Valley,-37.7766,144.9185,Western Metropolitan
Ascot Vale,21 Middle St,3,h,1130000.0,23/04/2016,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley,-37.7774,144.928,Western Metropolitan
Ascot Vale,78 Francis St,3,h,1135000.0,24/09/2016,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Moonee Valley,-37.777,144.9176,Western Metropolitan
Ascot Vale,15 Mirams St,4,h,1345000.0,25/02/2017,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley,-37.7769,144.9138,Western Metropolitan
Ascot Vale,44 Walter St,3,h,1381500.0,25/02/2017,3032.0,3.0,2.0,2.0,416.0,168.0,1900.0,Moonee Valley,-37.7727,144.9055,Western Metropolitan
Ascot Vale,25 Dalgety Dr,3,h,940000.0,26/07/2016,3032.0,3.0,2.0,2.0,285.0,172.0,2011.0,Moonee Valley,-37.7778,144.9061,Western Metropolitan
Ascot Vale,7 Dalgety Dr,3,h,995000.0,26/07/2016,3032.0,3.0,2.0,1.0,314.0,177.0,2010.0,Moonee Valley,-37.7778,144.9042,Western Metropolitan
Ascot Vale,6 Waller Ct,3,h,786000.0,26/07/2016,3032.0,3.0,2.0,1.0,576.0,120.0,1940.0,Moonee Valley,-37.7816,144.9217,Western Metropolitan
Ascot Vale,9/129 The Parade,3,u,487500.0,27/06/2016,3032.0,3.0,1.0,3.0,0.0,,1972.0,Moonee Valley,-37.7723,144.9094,Western Metropolitan
Ascot Vale,1 East St,3,t,1000000.0,27/11/2016,3032.0,3.0,2.0,2.0,200.0,144.0,2003.0,Moonee Valley,-37.7766,144.9277,Western Metropolitan
Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,28/05/2016,3032.0,2.0,1.0,1.0,278.0,166.0,1900.0,Moonee Valley,-37.7768,144.9223,Western Metropolitan
Ascot Vale,26 Milton St,3,h,932500.0,28/05/2016,3032.0,3.0,2.0,1.0,254.0,,,Moonee Valley,-37.7738,144.9215,Western Metropolitan
Ascot Vale,10 Ayr St,3,h,965000.0,28/08/2016,3032.0,3.0,1.0,0.0,216.0,,,Moonee Valley,-37.7792,144.9297,Western Metropolitan
Ascot Vale,58 Bloomfield Rd,3,h,1215000.0,28/08/2016,3032.0,3.0,1.0,1.0,452.0,175.0,1960.0,Moonee Valley,-37.7762,144.9174,Western Metropolitan
Ascot Vale,1/91 Epsom Rd,2,u,545000.0,28/08/2016,3032.0,2.0,1.0,2.0,194.0,71.0,1900.0,Moonee Valley,-37.7772,144.9118,Western Metropolitan
Ascot Vale,5 Doncaster St,4,h,1705000.0,30/07/2016,3032.0,4.0,2.0,4.0,598.0,273.0,2012.0,Moonee Valley,-37.7774,144.9104,Western Metropolitan
Ascot Vale,6 McCully St,3,h,970000.0,30/07/2016,3032.0,2.0,1.0,1.0,194.0,,,Moonee Valley,-37.7756,144.921,Western Metropolitan
Ascot Vale,75 Munro St,2,h,925000.0,30/07/2016,3032.0,2.0,1.0,1.0,407.0,,,Moonee Valley,-37.7756,144.9105,Western Metropolitan
Ashburton,61 Dent St,4,h,2650000.0,3/09/2016,3147.0,4.0,3.0,2.0,753.0,399.0,2015.0,Boroondara,-37.8669,145.0767,Southern Metropolitan
Ashburton,69 Albion Rd,3,h,1670000.0,3/12/2016,3147.0,3.0,2.0,2.0,599.0,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan
Ashburton,1/17 Ashburn Gr,3,t,955000.0,3/12/2016,3147.0,3.0,2.0,2.0,203.0,,,Boroondara,-37.8655,145.0807,Southern Metropolitan
Ashburton,3/39 Solway St,3,t,2050000.0,3/12/2016,3147.0,3.0,3.0,4.0,310.0,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan
Ashburton,51 Victory Bvd,2,h,1575000.0,4/03/2017,3147.0,2.0,1.0,2.0,679.0,,,Boroondara,-37.869,145.0822,Southern Metropolitan
Ashburton,3 Dunlop St,3,h,1555000.0,4/06/2016,3147.0,3.0,2.0,2.0,731.0,149.0,1935.0,Boroondara,-37.8666,145.0676,Southern Metropolitan
Ashburton,5 Nicholas St,3,h,1337000.0,8/10/2016,3147.0,3.0,1.0,2.0,583.0,112.0,1950.0,Boroondara,-37.8685,145.0786,Southern Metropolitan
Ashburton,115 Ashburn Gr,8,h,2950000.0,10/09/2016,3147.0,9.0,7.0,4.0,1472.0,618.0,2009.0,Boroondara,-37.8729,145.0788,Southern Metropolitan
Ashburton,1/1 Nairn St,3,h,1518000.0,10/09/2016,3147.0,3.0,2.0,2.0,516.0,145.0,1920.0,Boroondara,-37.8675,145.0668,Southern Metropolitan
Ashburton,9 Gona Ct,3,h,1710000.0,10/12/2016,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara,-37.8695,145.084,Southern Metropolitan
Ashburton,45 Yuile St,3,h,1655000.0,10/12/2016,3147.0,3.0,1.0,3.0,780.0,152.0,1940.0,Boroondara,-37.8599,145.0815,Southern Metropolitan
Ashburton,6a Glen Rd,3,h,1662000.0,14/05/2016,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan
Ashburton,18 Glen Rd,3,h,1665000.0,15/10/2016,3147.0,3.0,2.0,3.0,702.0,145.0,1945.0,Boroondara,-37.8737,145.0695,Southern Metropolitan
Ashburton,95 Nicholas St,2,h,1445000.0,16/04/2016,3147.0,2.0,1.0,2.0,704.0,,,Boroondara,-37.8745,145.0738,Southern Metropolitan
Ashburton,29A Yuile St,5,h,3510000.0,18/03/2017,3147.0,5.0,5.0,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan
Ashburton,3/75 Victory Bvd,3,t,968000.0,18/06/2016,3147.0,3.0,1.0,1.0,227.0,,,Boroondara,-37.8709,145.0857,Southern Metropolitan
Ashburton,2/17 Ashburn Gr,3,t,900000.0,19/11/2016,3147.0,3.0,2.0,2.0,153.0,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan
Ashburton,4 Baker Pde,3,h,1500000.0,22/05/2016,3147.0,3.0,1.0,2.0,545.0,,,Boroondara,-37.8605,145.0833,Southern Metropolitan
Ashburton,15 Comas Gr,5,h,2752000.0,22/08/2016,3147.0,6.0,4.0,2.0,1075.0,390.0,2010.0,Boroondara,-37.8714,145.07299999999995,Southern Metropolitan
Ashburton,63 Dent St,4,h,1800000.0,25/02/2017,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan
Ashburton,4 Vears Rd,3,h,1830000.0,25/02/2017,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan
Ashburton,14 Lucerne St,3,h,1415000.0,27/06/2016,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan
Ashburton,12 Meaden St,3,h,1422000.0,27/11/2016,3147.0,3.0,1.0,2.0,583.0,,,Boroondara,-37.8679,145.0781,Southern Metropolitan
Ashburton,48 Nicholas St,5,h,1600000.0,27/11/2016,3147.0,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara,-37.8724,145.0758,Southern Metropolitan
Ashburton,5 Taylor St,4,h,1860000.0,27/11/2016,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan
Ashburton,1/7 Y St,3,t,1710000.0,27/11/2016,3147.0,3.0,2.0,2.0,295.0,,1990.0,Boroondara,-37.8624,145.0798,Southern Metropolitan
Ashburton,9 Pitt St,4,h,1950000.0,28/05/2016,3147.0,4.0,2.0,2.0,844.0,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan
Ashburton,9 Ward St,3,h,1600000.0,28/05/2016,3147.0,3.0,1.0,2.0,637.0,,,Boroondara,-37.8645,145.0797,Southern Metropolitan
Ashburton,19 Poulter St,3,h,1650000.0,28/08/2016,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan
Ashwood,18 Teck St,2,h,995000.0,3/09/2016,3147.0,2.0,1.0,1.0,583.0,,1950.0,Monash,-37.8693,145.1082,Southern Metropolitan
Ashwood,28 Raymond St,3,h,1250000.0,3/12/2016,3147.0,3.0,1.0,1.0,842.0,,,Monash,-37.867,145.1092,Southern Metropolitan
Ashwood,31a Douglas St,3,u,1045000.0,4/03/2017,3147.0,3.0,2.0,2.0,467.0,,,Monash,-37.8639,145.0968,Southern Metropolitan
Ashwood,4 Scenic Dr,4,h,1500000.0,6/08/2016,3147.0,2.0,2.0,2.0,621.0,203.0,2000.0,Monash,-37.8647,145.1023,Southern Metropolitan
Ashwood,8 Rocklands Rd,3,h,1120000.0,7/05/2016,3147.0,3.0,1.0,2.0,723.0,,,Monash,-37.8642,145.1109,Southern Metropolitan
Ashwood,1/7 Farmer St,2,t,700000.0,7/11/2016,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan
Ashwood,4 Peppermint Ct,4,h,1510000.0,8/10/2016,3147.0,4.0,2.0,2.0,526.0,,,Monash,-37.8661,145.1013,Southern Metropolitan
Ashwood,35 Douglas St,3,h,1365000.0,10/09/2016,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash,-37.864000000000004,145.0972,Southern Metropolitan
Ashwood,8 Maroondah Rd,4,h,1415000.0,13/08/2016,3147.0,4.0,3.0,2.0,724.0,,,Monash,-37.8651,145.1107,Southern Metropolitan
Ashwood,1/7 Murra Ct,2,u,690000.0,14/05/2016,3147.0,2.0,1.0,1.0,216.0,90.0,2003.0,Monash,-37.8711,145.1017,Southern Metropolitan
Ashwood,58 Ashwood Dr,3,h,1631000.0,15/10/2016,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan
Ashwood,3 Harold St,4,h,1500000.0,15/10/2016,3147.0,4.0,2.0,1.0,593.0,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan
Ashwood,9 Katta Ct,3,h,1060000.0,16/07/2016,3147.0,2.0,1.0,2.0,772.0,,,Monash,-37.8707,145.1036,Southern Metropolitan
Ashwood,16 Scenic Dr,5,h,1529500.0,17/09/2016,3147.0,5.0,3.0,2.0,585.0,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan
Ashwood,4/36 Queens Pde,2,u,600000.0,18/03/2017,3147.0,2.0,1.0,1.0,153.0,80.0,1970.0,Monash,-37.8696,145.0962,Southern Metropolitan
Ashwood,4/24 Mulgrave St,2,u,535000.0,18/06/2016,3147.0,2.0,1.0,1.0,72.0,,,Monash,-37.8702,145.1042,Southern Metropolitan
Ashwood,147 Huntingdale Rd,3,h,785000.0,19/11/2016,3147.0,3.0,1.0,1.0,557.0,,1960.0,Monash,-37.8671,145.1117,Southern Metropolitan
Ashwood,17 Parkhill Dr,4,h,1240000.0,19/11/2016,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan
Ashwood,2/6 Murra Ct,2,u,700000.0,22/08/2016,3147.0,2.0,1.0,2.0,192.0,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan
Ashwood,12 Leonard St,4,h,1350000.0,24/09/2016,3147.0,4.0,2.0,1.0,727.0,,,Monash,-37.8669,145.1106,Southern Metropolitan
Ashwood,4 Teck St,2,h,1110000.0,24/09/2016,3147.0,2.0,1.0,1.0,586.0,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan
Ashwood,14 Ashwood Dr,3,h,1305000.0,25/02/2017,3147.0,3.0,1.0,1.0,760.0,120.0,1960.0,Monash,-37.858000000000004,145.1038,Southern Metropolitan
Ashwood,1/2 Condah Ct,3,h,855000.0,25/02/2017,3147.0,3.0,2.0,1.0,320.0,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan
Ashwood,1/16 Raymond St,3,t,900500.0,27/11/2016,3147.0,3.0,2.0,2.0,256.0,134.0,2012.0,Monash,-37.8655,145.1096,Southern Metropolitan
Ashwood,2/53 Salisbury Rd,3,t,830000.0,28/08/2016,3147.0,2.0,1.0,2.0,212.0,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan
Avondale Heights,8 Norma Ct,3,h,850000.0,3/09/2016,3034.0,3.0,1.0,1.0,593.0,118.0,1970.0,Moonee Valley,-37.7677,144.8674,Western Metropolitan
Avondale Heights,157 Canning St,3,t,851000.0,3/12/2016,3034.0,3.0,3.0,1.0,557.0,181.0,2017.0,Moonee Valley,-37.77,144.8572,Western Metropolitan
Avondale Heights,105 Canning St,3,h,848000.0,4/03/2017,3034.0,3.0,1.0,2.0,542.0,,,Moonee Valley,-37.7706,144.8629,Western Metropolitan
Avondale Heights,36 Wood St,4,h,806000.0,4/03/2017,3034.0,4.0,2.0,1.0,350.0,,2008.0,Moonee Valley,-37.7676,144.859,Western Metropolitan
Avondale Heights,2 Arbor Tce,4,h,1155000.0,4/06/2016,3034.0,3.0,2.0,2.0,569.0,225.0,2008.0,Moonee Valley,-37.7654,144.8655,Western Metropolitan
Avondale Heights,6 Lovett Dr,4,h,1200000.0,4/06/2016,3034.0,4.0,5.0,4.0,673.0,,,Moonee Valley,-37.7545,144.8736,Western Metropolitan
Avondale Heights,12 Skewes St,3,h,636000.0,4/06/2016,3034.0,2.0,1.0,2.0,571.0,,,Moonee Valley,-37.7605,144.8581,Western Metropolitan
Avondale Heights,68 Thompson St,3,h,680000.0,6/08/2016,3034.0,3.0,1.0,2.0,570.0,120.0,1970.0,Moonee Valley,-37.7591,144.8542,Western Metropolitan
Avondale Heights,14 Lovett Dr,4,h,1160000.0,7/05/2016,3034.0,4.0,3.0,2.0,789.0,,,Moonee Valley,-37.7537,144.8729,Western Metropolitan
Avondale Heights,31 Duke St,3,h,750000.0,8/10/2016,3034.0,3.0,1.0,1.0,529.0,,,Moonee Valley,-37.7721,144.8576,Western Metropolitan
Avondale Heights,21 River Dr,3,t,880000.0,8/10/2016,3034.0,3.0,2.0,2.0,339.0,,,Moonee Valley,-37.7519,144.8534,Western Metropolitan
Avondale Heights,3 Clive Ct,4,h,950000.0,10/12/2016,3034.0,4.0,3.0,3.0,761.0,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan
Avondale Heights,2/6 Nelson Ct,2,t,585000.0,11/02/2017,3034.0,2.0,1.0,1.0,136.0,,2012.0,Moonee Valley,-37.7623,144.8613,Western Metropolitan
Avondale Heights,16a Arbor Tce,3,u,665000.0,16/04/2016,3034.0,3.0,2.0,1.0,289.0,,,Moonee Valley,-37.7644,144.8657,Western Metropolitan
Avondale Heights,40a Herbert St,3,h,560500.0,16/04/2016,3034.0,3.0,1.0,1.0,177.0,,,Moonee Valley,-37.7664,144.8583,Western Metropolitan
Avondale Heights,33 Wood St,3,h,845000.0,16/07/2016,3034.0,3.0,1.0,3.0,704.0,,,Moonee Valley,-37.7681,144.8592,Western Metropolitan
Avondale Heights,2/10 Military Rd,2,u,440000.0,18/03/2017,3034.0,2.0,1.0,1.0,263.0,,1999.0,Moonee Valley,-37.7697,144.8657,Western Metropolitan
Avondale Heights,9 Willow Dr,3,h,850000.0,18/03/2017,3034.0,3.0,1.0,2.0,766.0,149.0,,Moonee Valley,-37.7522,144.8518,Western Metropolitan
Avondale Heights,8 Herbert St,3,h,705000.0,22/05/2016,3034.0,3.0,1.0,1.0,581.0,106.0,1960.0,Moonee Valley,-37.7691,144.8575,Western Metropolitan
Avondale Heights,20 Westminster Dr,3,h,892500.0,22/05/2016,3034.0,3.0,1.0,1.0,586.0,118.0,1965.0,Moonee Valley,-37.7642,144.8603,Western Metropolitan
Avondale Heights,8 Moffat St,3,h,695000.0,23/04/2016,3034.0,3.0,1.0,2.0,588.0,,,Moonee Valley,-37.771,144.8586,Western Metropolitan
Avondale Heights,1/24 Bordeaux St,2,h,522500.0,24/09/2016,3034.0,2.0,1.0,1.0,220.0,101.0,1995.0,Moonee Valley,-37.756,144.8641,Western Metropolitan
